site_code,base_filter_id,source_parameter_codes,source_analysis_descriptions,source_method_codes,source_conditions,competing_values,source_row_links,source_definition_recovered,authoritative_value_selected,selected_ec_ugm3,value_adjudication
ETAD,ETAD-0165,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.98]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5030,""source_row"":24257},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5031,""source_row"":24258}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0166,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.36]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5069,""source_row"":24312},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5070,""source_row"":24313}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0168,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.79]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5108,""source_row"":24382},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5109,""source_row"":24383}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0169,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.27]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5146,""source_row"":24438},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5147,""source_row"":24439}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0170,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.03]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5186,""source_row"":24493},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5187,""source_row"":24494}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0171,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.88]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5224,""source_row"":24550},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5225,""source_row"":24551}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0172,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.61]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5263,""source_row"":24605},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5264,""source_row"":24606}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0173,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.69]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5304,""source_row"":24661},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5305,""source_row"":24662}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0174,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.38]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5345,""source_row"":24719},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5346,""source_row"":24720}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0176,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.07]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5386,""source_row"":24791},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5387,""source_row"":24792}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0177,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.73]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5427,""source_row"":24849},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5428,""source_row"":24850}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0178,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.32]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5468,""source_row"":24907},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5469,""source_row"":24908}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0179,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.95]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5509,""source_row"":24965},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5510,""source_row"":24966}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0180,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.76]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5550,""source_row"":25023},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5551,""source_row"":25024}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0181,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.23]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5591,""source_row"":25081},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5592,""source_row"":25082}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0182,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.76]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5632,""source_row"":25139},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5633,""source_row"":25140}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0184,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.56]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5673,""source_row"":25211},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5674,""source_row"":25212}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0185,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.21]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5714,""source_row"":25269},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5715,""source_row"":25270}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0186,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.67]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5754,""source_row"":25327},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5755,""source_row"":25328}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0187,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.42]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5795,""source_row"":25384},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5796,""source_row"":25385}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0188,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.05]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5836,""source_row"":25442},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5837,""source_row"":25443}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0189,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.19]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5877,""source_row"":25500},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5878,""source_row"":25501}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0190,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.62]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5917,""source_row"":25558},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5918,""source_row"":25559}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0192,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.64]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5958,""source_row"":25629},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5959,""source_row"":25630}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0193,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.9]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":5999,""source_row"":25687},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6000,""source_row"":25688}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0194,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.9]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6040,""source_row"":25745},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6041,""source_row"":25746}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0195,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.89]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6081,""source_row"":25803},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6082,""source_row"":25804}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0196,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.54]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6122,""source_row"":25861},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6123,""source_row"":25862}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0197,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.91]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6163,""source_row"":25919},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6164,""source_row"":25920}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0198,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.26]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6204,""source_row"":25977},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6205,""source_row"":25978}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0200,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.94]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6245,""source_row"":26049},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6246,""source_row"":26050}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0201,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.06]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6286,""source_row"":26107},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6287,""source_row"":26108}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0202,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.85]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6327,""source_row"":26165},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6328,""source_row"":26166}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0203,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.42]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6368,""source_row"":26223},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6369,""source_row"":26224}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0204,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 6.33]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6409,""source_row"":26281},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6410,""source_row"":26282}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0205,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 5.08]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6450,""source_row"":26339},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6451,""source_row"":26340}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0206,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 4.04]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6491,""source_row"":26397},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6492,""source_row"":26398}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0208,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.91]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6532,""source_row"":26469},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":6533,""source_row"":26470}]",True,False,,unresolved_upstream_competing_values
